"ID";"okres";"kraj";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"sur_x";"sur_y";"tel_predvobla";"tel_cislo";"tel_cislo2";"tel_cislo3";"fax_cislo";"email";"email2";"email3";"adresa_www";"kod_kodsko";"postih";"postih1_nazov";"postih2_nazov";"postih3_nazov";"postih4_nazov"
"1774";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola i.";"Kúpe¾ná 97";"Liptovskı Ján";"03203";"19,678";"49,0483";"044";"5263240";;;"5263362";"szsil.jan@post.sk";;;;"000183725";"mentálny";;;;
"1775";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Starojánska 11";"Liptovskı Ján";"03203";"19,6781";"49,0483";"044";"5221225";;;"5263257";"riaditel.zs@liptovskyjan.sk";;;;"037810481";;;;;
"1776";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia";"Ès. brigády 1804";"Liptovskı Mikuláš";"03101";"19,62";"49,084";"044";"5522972";"5524694";;"5524694";"halm@halm.sk";;;"www.halm.sk";"000893528";;;;;
"1777";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Demänovská cesta 5";"Liptovskı Mikuláš";"03101";"19,5925";"49,0714";"044";"5541336";;;"5541336";"zsdemlm@zsdemlm.edu.sk";;;;"037810464";;"vıvinové poruchy uèenia";;;
"1778";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Demänovská cesta 669";"Liptovskı Mikuláš";"03101";"19,5862";"49,0633";"044";"5521849";"5521848";;"5521849";"sekretariat@polytechnika.sk";;;"www.zsslm.sk";"000491942";;;;;
"1779";"Liptovskı Mikuláš";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Evanjelická základná škola biskupa Jura Janošku";"Komenského 10";"Liptovskı Mikuláš";"03101";"19,6082";"49,0887";"044";"5514073";;;"5514073";"riaditel@esslm.sk";;;;"710175280";;;;;
"1780";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"J. Rumana 6";"Liptovskı Mikuláš";"03101";"19,6135";"49,0878";"044";"5523735";;"5526619";"5523735";"spojenaskola@centrum.sk";;;"www.szsrumanalm.edu.sk";"037982559";"mentálny";;;;
"1781";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"J. Rumana 6";"Liptovskı Mikuláš";"03101";"19,6136";"49,0878";"044";"5523735";;"5526619";"5523735";"spojenaskola@centrum.sk";;;"www.szsrumanalm.edu.sk";"037982559";"syndróm autizmu";;;;
"1782";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Praktická škola";"Janka Alexyho 1942";"Liptovskı Mikuláš";"03101";"19,6265";"49,0765";"044";"5514740";;;"5621895";"perdekovatatiana@stonline.sk";;;;"710167369";;;;;
"1783";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište inter.";"Janka Alexyho 1942";"Liptovskı Mikuláš";"03101";"19,6266";"49,0765";"044";"5514740";;;"5567326";"perdekovatatiana@zoznam.sk";;;;"000493775";;;;;
"1784";"Liptovskı Mikuláš";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ Apoštola Pavla";"Jura Janošku 11";"Liptovskı Mikuláš";"03101";"19,6222";"49,0792";"044";"5514522";;;"5623480";"apostolapavla@gmail.com";;;;"017060079";;;;;
"1785";"Liptovskı Mikuláš";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Evanjelické gymnázium Juraja Tranosvkého";"Komenského 10";"Liptovskı Mikuláš";"03101";"19,6082";"49,0887";"044";"5472901";"5472902";;"5514073";"sekretariat@esslm.sk";;;"www.esslm.sk";"710261772";;;;;
"1786";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium M. M. Hodu";"M. M. Hodu 9";"Liptovskı Mikuláš";"03136";"19,6099";"49,0884";"044";"5518332";"5523690";;"5523690";"school@gymlm.sk";;;"www.gymlm.sk";"000160679";;;;;
"1787";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nábr. 4. apríla 23";"Liptovskı Mikuláš";"03101";"19,613";"49,0795";"044";"5524989";"24988";;"5524989";"skola@zsmrmlm.edu.sk";"rial@zoznam.sk";;"www.zsmrmlm.edu.sk";"037810448";;;;;
"1789";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nábr. Dr. A. Stodolu 1863";"Liptovskı Mikuláš";"03101";"19,618";"49,0764";"044";"5520174";;;"5520174";"zs_nabrstodolu@zoznam.sk";;;;"037810456";"1";"mentálny";;;
"1790";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Nábreie K.Petrovièa 1571";"Liptovskı Mikuláš";"03147";"19,6039";"49,0844";"044";"5541288";"5523711";;"5523711";"oalm@oapetlm.edu.sk";;;"www.oapetlm.edu.sk";"031926754";;;;;
"1791";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Okolièianska 404";"Liptovskı Mikuláš";"03104";"19,6543";"49,075";"044";"5520825";;;;"sedliakova@zslmokolicne.edu.sk";;;;"042434858";;;;;
"1793";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Palúèanská 25";"Liptovskı Mikuláš";"03123";"19,5974";"49,0847";"044";"5541753";;;"5541753";"spojenaskola@centrum.sk";;;;"710202164";"pri zdravotníckom zariadení";;;;
"1794";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"SOŠ stavebná";"Slovenskı";"Stredná odborná škola";"SOŠ stavebná";"Školská 8";"Liptovskı Mikuláš";"03145";"19,6169";"49,0831";"044";"5522963";"0903545537";;"5514490";"zssslm@zssslm.sk";;;"www.zssslm.sk";"000695092";;;;;
"1795";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ul. ès. brigády 4";"Liptovskı Mikuláš";"03101";"19,6229";"49,0832";"044";"5522158";;;"5623052";"zsbrigady@edu.mikulas.sk";;;;"037810472";;;;;
"1796";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Ul. M. M. Hodu 5";"Liptovskı Mikuláš";"03101";"19,61";"49,0873";"044";"5621580";;;;"zuslm@svslm.sk";;;;"037810545";;;;;
"1798";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdrav. škola";"Vrbická 632";"Liptovskı Mikuláš";"03101";"19,6138";"49,0799";"044";"5522497";;;"5514027";"sekretariatszslm@vuczilina.sk";;;"www.szssturlm.edu.sk";"000607037";;;;;
"1799";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"iarska 13";"Liptovskı Mikuláš";"03104";"19,6533";"49,0837";"044";"5533973";;;;"zsjankakralalm@zoznam.sk";;;;"037810421";;;;;
"1800";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"¼ube¾a 161";"¼ube¾a";"03214";"19,4794";"49,0531";"044";"5593276";;;"5593276";"skola@zslubela.edu.sk";;;;"037810413";;;;;
"1801";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Partizánska ¼upèa 423";"Partizánska ¼upèa";"03215";"19,4364";"49,0653";"044";"5590341";;;;"zspl@stonline.sk";;;;"037810405";;;;;
"1802";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri ZZ";"eleznô 5";"Partizánska ¼upèa";"03215";"19,4363";"49,0656";"044";"5523735";;;"5523735";"spojenaskola@centrum.sk";;;;"710202172";"pri zdravotníckom zariadení";;;;
"1804";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Pribylina 2";"Pribylina";"03242";"19,7964";"49,0977";"044";"5293153";;;"5293153";"zspribylina@stonline.sk";;;"www.zspribylina.eskola.sk";"037813676";;;;;
"1805";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Svätı Krí 184";"Svätı Krí";"03211";"19,5349";"49,052";"044";"5592534";;;;"zssvatykriz@zoznam.sk";;;;"037810618";;;;;
"1807";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ul. Školská è. 339";"Vaec";"03261";"19,9867";"49,0594";"044";"5294126";;;"5280296";"zs.vazec@stonline.sk";;;;"037810600";"1";"mentálny";;;
"1809";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 790";"Vıchodná";"03232";"19,8904";"49,0591";"044";"5295203";;;"5280686";"zsvychodna@mail.t-com.sk";;;"www.zsvychodna.edupage.org";"037810596";"1";"mentálny";;;
"1810";"Liptovskı Mikuláš";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 189";"Závaná Poruba";"03202";"19,6488";"49,0561";"044";"5547179";;;;"zs@zavaznaporuba.sk";;;;"710058756";;;;;
"1811";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Belá - Dulice 84";"Belá - Dulice";"03811";"18,9809";"48,9969";"043";"4297281";;;"4297281";"zsklazna@zsdulice.edu.sk";;;;"037812033";;;;;
"1812";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Benice 96";"Benice";"03842";"18,8712";"48,9957";"043";"4294128";;;"4300439";"riaditel@zsbenice.edu.sk";;;;"051278235";;;;;
"1813";"Martin";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Blatnica 310";"Blatnica";"03815";"18,9255";"48,9381";"043";"4948225";;;;"skola@zsblatnica.edu.sk";;;;"710059116";;;;;
"1814";"Martin";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Bystrièka è.297";"Bystrièka";"03804";"18,8812";"49,0504";"043";"4135153";;;"4135153";"zsbystricka@atlas.sk";;;;"710059124";;;;;
"1815";"Martin";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Drakovce 59";"Drakovce";"03802";"18,9552";"49,051";"043";"4132003";;;;"zsdrazkovce@post.sk";;;;"710059132";;;;;
"1816";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Gymnaziálna 197";"Kláštor pod Znievom";"03843";"18,8059";"48,9764";"043";"4933121";;;;"riaditel@zsklastor.edu.sk";;;"www.zsklastor.edu.sk";"037811941";;;;;
"1817";"Martin";"ilinskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Gymnaziálna è. 197";"Kláštor pod Znievom";"03843";"18,806";"48,9764";;"0918397930";;;;"zita.lickova@zoznam.sk";;;;"042063167";;;;;
"1818";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ostrovná 1";"Košany nad Turcom";"03841";"18,905";"49,0282";"043";"4388174";;;;"zskostany@gmail.com";;;;"037812106";;;;;
"1819";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 1";"Krpe¾any";"03854";"19,0878";"49,1258";"043";"4295139";;;"4295139";"riaditel@zskrpelany.edu.sk";;;;"037812041";;;;;
"1820";"Martin";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola i.";"Školská 141";"Krpe¾any";"03854";"19,0879";"49,1258";"043";"4295135";;;"4295135";"szsikrpelany@stonline.sk";;;;"000184098";"mentálny";;;;
"1821";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Aurela Stodolu 60";"Martin";"03601";"18,9195";"49,0948";"043";"4276850";;;"4301204";"aurelstodola@post.sk";;;;"037811801";"1";"narušená komunikácia (reèovı)";;;
"1822";"Martin";"ilinskı";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Bernolákova 2";"Martin";"03637";"18,9183";"49,0621";"043";"4221890";"4223579";;"4223579";"siranova@oamt.sk";;;"www.oamt.sk";"000162078";;;;;
"1824";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola Alexandra Dubèeka";"Drustevná 11";"Martin";"03601";"18,925";"49,0801";"043";"4230109";;;"4230109";"zs.dubceka@zoznam.sk";;;"www.zsbudmt.edu.sk";"037811711";"1";"intelektové nadanie";;;
"1825";"Martin";"ilinskı";"Samosprávny kraj";"SOŠ strojnícka";"Slovenskı";"Stredná odborná škola";"Spojená škola-SOŠ stroj";"Èervenej armády 25";"Martin";"03601";"18,9184";"49,0741";"043";"4133062";;;"4237122";"ssmt@vuczilina.sk";;;"www.ssmt.sk";"017050499";;;;;
"1826";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Gorkého 33";"Martin";"03601";"18,9125";"49,0779";"043";"4230016";;;"4230016";"samaj@zsgorkeho.sk";;;;"037811894";;;;;
"1827";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hurbanova 27";"Martin";"03601";"18,9341";"49,0851";"043";"4309673";;;"4287571";"zshurbanova@stonline.sk";;;"zs-hurbanova.szm.sk";"030233844";;;;;
"1828";"Martin";"ilinskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Hviezdoslavova 21";"Martin";"03601";"18,9264";"49,0672";;"0907061889";;;;"alexanderfarkas@centrum.sk";;;;"037982397";;;;;
"1829";"Martin";"ilinskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium Jozefa Lettricha";"Jozefa Lettricha 2";"Martin";"03601";"18,9231";"49,0544";"043";"4230798";"4230849";;"4302484";"office@gymlet.sk";"schranka@gymlet.sk";;"www.gymlet.sk";"000626261";;;;;
"1831";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jahodnícka 1";"Martin";"03601";"18,9187";"49,0569";"043";"4134488";;;"4300558";"zsjahodnicka@zsjahodmt.edu.sk";;;"www.zsjahodmt.sk";"037811860";;;;;
"1832";"Martin";"ilinskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Jahodnícka 1";"Martin";"03601";"18,9188";"49,0569";"043";"4237318";;;;"szus@centrum.sk";;;;"036137341";;;;;
"1833";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jozefa Kronera 25";"Martin";"03601";"18,9255";"49,0493";"043";"4238087";;;;"zs@zskronerovamt.edu.sk";;;;"037811878";;;;;
"1834";"Martin";"ilinskı";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Kollárova 2";"Martin";"03601";"18,9195";"49,0605";"043";"4203177";;;;;;;;"036134287";"pri zdravotníckom zariadení";;;;
"1835";"Martin";"ilinskı";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Stredná priemysel.škola";"L. Novomeského 24";"Martin";"03636";"18,9291";"49,0706";"043";"4133811";"0905423280";;"4133562";"office@spsmt.sk";;;"www.spsmt.sk";"000161578";;;;;
"1836";"Martin";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Evanjelická ZŠ";"M.R.Štefánika 17";"Martin";"03601";"18,9234";"49,0677";"043";"3240074";"0905517181";;;"ezsmt@ezsmt.sk";;;"www.ezsmt.sk";"037902385";;;;;
"1837";"Martin";"ilinskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium V.Paulinyho T";"Malá hora 3";"Martin";"03601";"18,9295";"49,0646";"043";"4213001";"4213002";;"4131026";"office@gymmt.sk";"stefko@gymmt.sk";;"www.gymmt.sk";"000160695";;;;;
"1838";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"P. Mudroòa 3";"Martin";"03601";"18,9296";"49,0646";"043";"4230059";;;"4230059";"office@zsmudrona.sk";"riaditel@zsmudrona.sk";;;"037811924";;;;;
"1839";"Martin";"ilinskı";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Praktická škola";"P. Mudroòa 46";"Martin";"03601";"18,9185";"49,0621";"043";"4134004";;;"4134004";"spzmt@martinet.sk";;;;"710163916";;;;;
"1840";"Martin";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"P. Mudroòa 46";"Martin";"03601";"18,9186";"49,0621";"043";"4134004";;;"4134004";"spzmt@martinet.sk";;;;"036134252";"syndróm autizmu";;;;
"1841";"Martin";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"P. Mudroòa 46";"Martin";"03601";"18,9187";"49,0621";"043";"4134004";;;"4134004";"spzmt@martinet.sk";;;;"036134252";"mentálny";;;;
"1842";"Martin";"ilinskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"P. Mudroòa 6";"Martin";"03601";"18,9204";"49,0679";"043";"4133480";;;;"fizelova@zusmartin.sk";;;;"037811819";;;;;
"1843";"Martin";"ilinskı";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Stavbárska 11";"Martin";"03601";"18,9176";"49,053";"043";"4135311";"4133266";;"4133266";"zssmt@zssmt.sk";;;"www.sousluzieb.sk";"000158551";;;;;
"1844";"Martin";"ilinskı";"Krajskı úrad, Okresnı úrad";"Odborné uèilište";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište";"Stavbárska 11";"Martin";"03680";"18,9177";"49,053";"043";"4135311";"4133266";;"4133266";"zssmt@zssmt.sk";;;;"036133442";;;;;
"1845";"Martin";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Katolícka ZŠ s MŠ A. Bernoláka";"Tomášikova 1";"Martin";"03601";"18,9236";"49,0769";"043";"4270461";;;"4304468";"skola@bernolaka.sk";;;"bernolaka.sk";"000652687";"1";"narušená komunikácia (reèovı)";;;
"1846";"Martin";"ilinskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ul. Aurela Stodolu 60";"Martin";"03601";"18,9195";"49,095";"043";"4221252";"0915340135";"0908252615";;"suzus@zoznam.sk";;;;"037976303";;;;;
"1847";"Martin";"ilinskı";"Súkromník";"Konzervatórium";"Slovenskı";"Konzervatórium";"Súkr.hud.a dram.konzerv";"Ul. J. Lettricha è. 3";"Martin";"03601";"18,924";"49,0538";"043";"4383439";;;;"ssusmartin@gaya.sk";;;;"042067812";;;;;
"1848";"Martin";"ilinskı";"Súkromník";"SOŠ umeleckoremeselná";"Slovenskı";"Stredná odborná škola";"Súkr.stredná umel.škola";"ul. J.Lettricha è.3";"Martin";"03601";"18,9241";"49,0538";"043";"4383439";"0915801121";;"4383439";"ssusmartin@gaya.sk";;;;"037982222";;;;;
"1849";"Martin";"ilinskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ul. Maše Ha¾amovej 21";"Martin";"03601";"18,9256";"49,0541";"043";"4237990";;;"4237990";"deep-martico@mt.net.sk";;;;"037972596";;;;;
"1850";"Martin";"ilinskı";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná základná škola Tomáša Zanovita";"Vıchodná 18";"Martin";"03601";"18,931";"49,08";"043";"4306836";;;"4306836";"szstzanovita@mail.t-com.sk";;;;"037975811";;;;;
"1851";"Martin";"ilinskı";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná základná škola BellAmos";"Vıchodná 18";"Martin";"03601";"18,9311";"49,08";"043";"4221605";;;"4221605";"bellamos@mtweb.sk";;;"www.bellamos.sk";"037900862";;;;;
"1852";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Priehradná 11";"Martin";"03601";"18,9286";"49,1013";"043";"4282308";;;;"zsamspriehradna.martin@post.sk";;;;"037812009";;;;;
"1853";"Martin";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"V.J.Dolinského 2";"Martin";"03601";"18,9304";"49,1066";"043";"4281423";;;"4281423";"riaditel@zsdolinmt.edu.sk";;;;"037811843";;;;;
"1854";"Martin";"ilinskı";"Samosprávny kraj";"SOŠ dopravná";"Slovenskı";"Stredná odborná škola";"SOŠ dopravná";"Zelená 2";"Martin";"03608";"18,9235";"49,1054";"043";"4282539";;;"4284625";"sosdmt@sosd.sk";;;"www.sosd-mt.edu.sk";"017055211";;;;;
